Station,SampleDate,SampleTime,SampleType,SampleDepth,Taxa,Division,Tally,Density,Biovolume,Notes,CurrentDivision
GTB-WQ4,7/21/2015,13:25,water,0-8.0,Cryptomonas ovata,Cryptophyta,4,1.60E+02,8.58E+04,Low detritus. Organisms appear degraded.,Cryptophyta
GTB-WQ4,7/21/2015,13:25,water,0-8.0,Plagioselmis nannoplanctica,Cryptophyta,4,1.32E+04,2.87E+06,Low detritus. Organisms appear degraded.,Cryptophyta
GTB-WQ4,7/21/2015,13:25,water,0-8.0,cf. Aphanizomenon sp.,Cyanobacteria,14,5.60E+02,1.98E+04,Low detritus. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,7/21/2015,13:25,water,0-8.0,Ceratium hirundinella,Pyrrophyta,4,1.60E+02,1.79E+07,Low detritus. Organisms appear degraded.,Miozoa
GTB-WQ4,7/21/2015,13:25,water,0-8.0,Glenodinium sp.,Pyrrophyta,1,7.26E+02,1.02E+06,Low detritus. Organisms appear degraded.,Pyrrophyta
GTB-WQ4,7/21/2015,13:25,water,0-8.0,cf. Gymnodinium sp.,Pyrrophyta,1,3.29E+03,1.52E+06,Low detritus. Organisms appear degraded.,Miozoa
GTB-WQ4,7/21/2015,13:25,water,0-8.0,cf. Peridinium sp.,Pyrrophyta,2,6.58E+03,3.71E+07,Low detritus. Organisms appear degraded.,Miozoa
GTB-WQ4,8/5/2015,14:10,water,0-8.0,cf. Cyclotella sp.,Bacillariophyta,13,2.65E+04,1.56E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Eucocconeis flexella,Bacillariophyta,1,2.67E+01,6.04E+04,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Navicula sp.,Bacillariophyta,1,2.67E+01,1.09E+04,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Staurosira sp.,Bacillariophyta,11,2.93E+02,3.04E+04,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Chlamydomonas sp.,Chlorophyta,22,4.48E+04,4.22E+06,Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,cf. Chlorella spp.,Chlorophyta,268,5.46E+05,7.72E+06,Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Monoraphidium sp.,Chlorophyta,1,2.04E+03,1.02E+05,Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Scenedesmus sp.,Chlorophyta,10,2.04E+04,5.76E+05,Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,cf. Sphaerocystis sp.,Chlorophyta,32,1.55E+04,1.01E+06,Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Tetraedron minimum,Chlorophyta,2,4.07E+03,3.06E+05,Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Kephyrion sp.,Chrysophyta,1,2.04E+03,1.60E+05,Organisms appear degraded.,Ochrophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Cryptomonas sp.,Cryptophyta,1,2.67E+01,2.23E+04,Organisms appear degraded.,Cryptophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Rhodomonas sp.,Cryptophyta,51,1.04E+05,8.81E+06,Organisms appear degraded.,Cryptophyta
GTB-WQ4,8/5/2015,14:10,water,0-8.0,cf. Chroococcus microscopicus,Cyanobacteria,76,1.55E+05,4.15E+04,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Dolichospermum sp.,Cyanobacteria,17,3.46E+04,1.45E+06,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,8/5/2015,14:10,water,0-8.0,Peridinium sp.,Pyrrophyta,2,4.07E+03,2.86E+07,Organisms appear degraded.,Miozoa
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Achnanthidium sp.,Bacillariophyta,2,6.48E+03,7.33E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Amphora pediculus,Bacillariophyta,3,1.00E+02,2.93E+03,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Cyclotella sp.,Bacillariophyta,1,3.24E+03,1.91E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Denticula sp.,Bacillariophyta,2,6.67E+01,1.68E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Encyonema sp.,Bacillariophyta,1,6.05E+02,9.52E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Fragilaria crotonensis,Bacillariophyta,4,1.30E+04,1.95E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Gomphonema cf. gracile,Bacillariophyta,3,1.00E+02,2.08E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Navicula sp.,Bacillariophyta,2,6.48E+03,2.44E+06,Degraded. Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Staurosirella pinnata,Bacillariophyta,2,6.67E+01,1.01E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Stephanodiscus sp.,Bacillariophyta,1,6.05E+02,9.74E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Tryblionella sp.,Bacillariophyta,1,3.33E+01,3.02E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Ankistrodesmus sp.,Chlorophyta,12,4.00E+02,1.88E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Chlamydomonas spp.,Chlorophyta,25,8.10E+04,8.15E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Chlorella spp.,Chlorophyta,227,7.36E+05,2.47E+07,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Coelastrum sp.,Chlorophyta,8,4.84E+03,6.85E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Coenochloris fottii,Chlorophyta,2,6.48E+03,9.16E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Crucigenia tetrapedia,Chlorophyta,4,1.33E+02,1.60E+03,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Elakatothrix acuta,Chlorophyta,2,1.21E+03,9.13E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Monoraphidium minutum,Chlorophyta,28,9.07E+04,1.52E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Monoraphidium tortile,Chlorophyta,77,2.50E+05,8.36E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Mougeotia sp.,Chlorophyta,1,6.05E+02,9.41E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Pediastrum duplex,Chlorophyta,80,2.67E+03,8.38E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Scenedesmus sp.,Chlorophyta,30,9.72E+04,2.75E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Sphaerocystis planctonica,Chlorophyta,16,9.69E+03,6.34E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Stauridium tetras,Chlorophyta,16,5.33E+02,3.02E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Tetraedron minimum,Chlorophyta,18,5.83E+04,2.33E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Tetraspora sp.,Chlorophyta,109,3.63E+03,2.38E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Chrysococcus sp.,Chrysophyta,3,1.00E+02,6.97E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chrysophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Cryptomonas erosa,Cryptophyta,7,2.33E+02,1.09E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Cryptophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Cryptomonas ovata,Cryptophyta,1,3.24E+03,3.56E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Cryptophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Plagioselmis nannoplanctica,Cryptophyta,38,1.23E+05,2.48E+07,Low detritus. Ciliates observed. Organisms appear degraded.,Cryptophyta
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Aphanizomenon sp.,Cyanobacteria,20,6.48E+04,1.02E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Chroococcus minimus,Cyanobacteria,8,4.84E+03,2.03E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Chroococcus minutus,Cyanobacteria,4,1.30E+04,8.48E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Dolichospermum sp.,Cyanobacteria,5,3.03E+03,3.17E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Pseudanabaena sp.,Cyanobacteria,12,3.89E+04,4.89E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/2/2015,10:25,water,0-8.0,cf. Gymnodinium sp.,Pyrrophyta,3,9.72E+03,1.02E+07,Low detritus. Ciliates observed. Organisms appear degraded.,Miozoa
GTB-WQ4,9/2/2015,10:25,water,0-8.0,Peridinium sp.,Pyrrophyta,9,3.00E+02,6.84E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Miozoa
GTB-WQ4,8/21/2015,11:40,water,0-8.0,cf. Amphora pediculus,Bacillariophyta,1,5.19E+02,2.85E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Amphora sp.,Bacillariophyta,1,2.86E+01,1.87E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Cocconeis pediculus,Bacillariophyta,3,1.56E+03,1.28E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Cyclotella sp.,Bacillariophyta,4,1.53E+04,1.30E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Diatoma ehrenbergii,Bacillariophyta,4,2.08E+03,8.66E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Encyonema sp.,Bacillariophyta,2,1.04E+03,1.74E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Fragilaria brevistriata,Bacillariophyta,3,1.56E+03,3.67E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,cf. Fragilaria crotonensis,Bacillariophyta,3,1.15E+04,2.67E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Fragilaria crotonensis,Bacillariophyta,1,5.19E+02,2.05E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Gomphonema cf. gracile,Bacillariophyta,3,8.57E+01,2.77E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Gomphonema truncatum,Bacillariophyta,4,1.14E+02,2.08E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,cf. Navicula sp.,Bacillariophyta,3,1.56E+03,5.32E+05,Degraded. Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Staurosirella pinnata,Bacillariophyta,5,1.43E+02,2.15E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,cf. Stephanodiscus sp.,Bacillariophyta,1,5.19E+02,1.18E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Ulnaria ulna,Bacillariophyta,1,5.19E+02,1.69E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Bacillariophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Chlamydomonas spp.,Chlorophyta,26,9.93E+04,2.00E+07,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Chlorella spp.,Chlorophyta,228,8.71E+05,5.70E+07,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,cf. Coenochloris fottii,Chlorophyta,168,4.80E+03,2.01E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Cosmarium sp.,Chlorophyta,3,1.56E+03,2.21E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Elakatothrix acuta,Chlorophyta,12,3.43E+02,2.75E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Monoraphidium minutum,Chlorophyta,25,9.55E+04,2.00E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,cf. Monoraphidium tortile,Chlorophyta,62,2.37E+05,6.45E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Mougeotia sp.,Chlorophyta,1,3.82E+03,8.64E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Pediastrum duplex,Chlorophyta,73,2.09E+03,4.89E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Scenedesmus spp.,Chlorophyta,24,9.17E+04,9.60E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Sphaerocystis planctonica,Chlorophyta,96,2.74E+03,9.19E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Stauridium tetras,Chlorophyta,24,6.86E+02,6.73E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Tetraedron minimum,Chlorophyta,12,4.58E+04,2.75E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Chlorophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Chrysococcus sp.,Chrysophyta,6,1.71E+02,4.49E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Chrysophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Kephyrion sp.,Chrysophyta,1,3.82E+03,1.60E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Ochrophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Cryptomonas erosa,Cryptophyta,2,5.71E+01,6.15E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Cryptophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Cryptomonas ovata,Cryptophyta,7,2.00E+02,2.41E+05,Low detritus. Ciliates observed. Organisms appear degraded.,Cryptophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Plagioselmis nannoplanctica,Cryptophyta,37,1.41E+05,6.72E+07,Low detritus. Ciliates observed. Organisms appear degraded.,Cryptophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Rhodomonas lacustris,Cryptophyta,1,3.82E+03,1.60E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Cryptophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,cf. Aphanizomenon sp.,Cyanobacteria,60,2.29E+05,2.16E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Chroococcus minimus,Cyanobacteria,292,8.34E+03,3.49E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Chroococcus minutus,Cyanobacteria,34,9.71E+02,6.36E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Dolichospermum sp.,Cyanobacteria,34,1.76E+04,2.31E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Cyanobacteria
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Ceratium hirundinella,Pyrrophyta,3,8.57E+01,6.97E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Miozoa
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Glenodinium sp.,Pyrrophyta,2,5.71E+01,4.67E+04,Low detritus. Ciliates observed. Organisms appear degraded.,Pyrrophyta
GTB-WQ4,8/21/2015,11:40,water,0-8.0,cf. Gymnodinium sp.,Pyrrophyta,1,3.82E+03,1.76E+06,Low detritus. Ciliates observed. Organisms appear degraded.,Miozoa
GTB-WQ4,8/21/2015,11:40,water,0-8.0,Peridinium sp.,Pyrrophyta,1,3.82E+03,1.07E+07,Low detritus. Ciliates observed. Organisms appear degraded.,Miozoa
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Achnanthidium minutissimum,Bacillariophyta,1,2.38E+03,9.71E+04,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Amphora sp.,Bacillariophyta,1,4.84E+02,1.07E+04,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,cf. Cocconeis placentula,Bacillariophyta,1,2.38E+03,2.71E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,cf. Cyclotella spp.,Bacillariophyta,6,1.43E+04,8.40E+05,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Cymbella sp.,Bacillariophyta,1,2.38E+03,3.09E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Denticula sp.,Bacillariophyta,1,2.67E+01,4.02E+03,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,cf. Fragilaria crotonensis,Bacillariophyta,4,9.51E+03,6.90E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Navicula sp.,Bacillariophyta,1,4.84E+02,1.29E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Stephanodiscus sp.,Bacillariophyta,1,2.38E+03,4.86E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,cf. Chlamydomonas sp.,Chlorophyta,10,2.38E+04,2.24E+06,Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,cf. Chlorella spp.,Chlorophyta,227,5.39E+05,7.63E+06,Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Drepanochloris nannoselene,Chlorophyta,19,4.52E+04,1.24E+05,Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Pediastrum duplex,Chlorophyta,16,7.75E+03,9.60E+05,Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Scenedesmus sp.,Chlorophyta,62,1.47E+05,1.85E+06,Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Tetraedron minimum,Chlorophyta,7,1.66E+04,1.25E+06,Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Tetrastrum sp.,Chlorophyta,4,1.07E+02,6.98E+03,Organisms appear degraded.,Chlorophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Cryptomonas sp.,Cryptophyta,2,5.33E+01,4.75E+04,Organisms appear degraded.,Cryptophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,cf. Rhodomonas sp.,Cryptophyta,67,1.59E+05,1.35E+07,Organisms appear degraded.,Cryptophyta
GTB-WQ4,9/15/2015,13:40,water,0-8.0,cf. Chroococcus microscopicus,Cyanobacteria,94,2.23E+05,5.99E+04,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Chroococcus minimus,Cyanobacteria,2,4.75E+03,6.72E+04,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Chroococcus minutus,Cyanobacteria,2,9.69E+02,1.74E+05,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/15/2015,13:40,water,0-8.0,Planktothrix sp.,Cyanobacteria,83,4.02E+04,2.02E+06,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,9/15/2015,13:40,water,0-8.0,cf. Peridinium sp.,Pyrrophyta,1,2.38E+03,6.53E+06,Organisms appear degraded.,Miozoa
GTB-WQ4,10/14/2015,13:00,water,0-8.0,cf. Cyclotella spp.,Bacillariophyta,6,2.33E+04,1.37E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,cf. Fragilaria crotonensis,Bacillariophyta,2,7.78E+03,5.94E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Nitzschia sp.,Bacillariophyta,1,7.26E+02,4.14E+04,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Staurosira sp.,Bacillariophyta,21,8.40E+02,5.15E+04,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Stephanodiscus sp.,Bacillariophyta,1,7.26E+02,1.48E+06,Organisms appear degraded.,Bacillariophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Chlamydomonas sp.,Chlorophyta,2,7.78E+03,7.33E+05,Organisms appear degraded.,Chlorophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,cf. Chlorella spp.,Chlorophyta,230,8.94E+05,1.26E+07,Organisms appear degraded.,Chlorophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Drepanochloris nannoselene,Chlorophyta,8,3.11E+04,8.55E+04,Organisms appear degraded.,Chlorophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Scenedesmus sp.,Chlorophyta,20,7.78E+04,2.93E+06,Organisms appear degraded.,Chlorophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Tetraedron minimum,Chlorophyta,2,7.78E+03,5.83E+05,Organisms appear degraded.,Chlorophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,cf. Dinobryon sp.,Chrysophyta,23,9.20E+02,5.24E+05,Organisms appear degraded.,Ochrophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Cryptomonas sp.,Cryptophyta,6,2.33E+04,1.33E+07,Organisms appear degraded.,Cryptophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Plagioselmis nannoplanctica,Cryptophyta,115,4.47E+05,1.23E+08,Organisms appear degraded.,Cryptophyta
GTB-WQ4,10/14/2015,13:00,water,0-8.0,cf. Chroococcus microscopicus,Cyanobacteria,54,2.10E+05,5.63E+04,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Chroococcus minimus,Cyanobacteria,4,1.56E+04,2.20E+05,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Chroococcus minutus,Cyanobacteria,20,1.45E+04,1.64E+06,Organisms appear degraded.,Cyanobacteria
GTB-WQ4,10/14/2015,13:00,water,0-8.0,Ceratium furcoides,Pyrrophyta,1,7.26E+02,1.57E+07,Organisms appear degraded.,Miozoa
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,cf. Achnanthidium sp.,Bacillariophyta,16,7.61E+07,3.94E+09,Sediment sample. Organisms obscured.,Bacillariophyta
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,Achnanthidium spp.,Bacillariophyta,66,3.14E+08,3.10E+10,Sediment sample. Organisms obscured.,Bacillariophyta
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,cf. Actinocyclus sp.,Bacillariophyta,1,7.26E+05,1.17E+09,Sediment sample. Organisms obscured.,Bacillariophyta
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,Amphora spp.,Bacillariophyta,23,1.09E+08,5.25E+09,Sediment sample. Organisms obscured.,Bacillariophyta
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,Boreozonacola hustedtii,Bacillariophyta,1,4.00E+04,3.78E+07,Sediment sample. Organisms obscured.,Bacillariophyta
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,Cocconeis placentula,Bacillariophyta,10,4.75E+07,2.69E+10,Sediment sample. Organisms obscured.,Bacillariophyta
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,cf. Cyclotella sp.,Bacillariophyta,17,8.08E+07,2.03E+10,Sediment sample. Organisms obscured.,Bacillariophyta
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,cf. Cymbella sp.,Bacillariophyta,8,3.80E+07,6.49E+09,Sediment sample. Organisms obscured.,Bacillariophyta
GTB-WQ4,6/24/2015,11:49,sediment,Bottom,Cymbella sp.,Bacillariophyta,4,1.90E+07,3.75E+10,Sediment sample. Organisms obscured.,Bacillariophyta
